pc1, pc2 ,class
-1.571352,0.212706,7
-1.003584,-3.008326,4
0.097062,0.755749,5
0.762525,-4.800695,9
1.175413,-0.458322,2
-1.99274,-2.595786,7
-0.183182,0.803647,8
-0.768175,-1.734389,4
3.183957,2.361426,0
-0.554496,-3.06613,9
-1.786035,0.7651,7
1.212227,1.452771,6
0.233944,0.188331,5
2.565375,-1.392763,6
-1.448603,-0.917,9
-3.697274,-0.597574,1
1.209117,1.963912,6
-5.006483,-0.440421,1
1.88711,2.75653,0
0.685976,-0.6526,3
-1.19903,0.79598,9
0.092718,0.062275,8
-1.006186,1.511093,4
1.450688,-0.688958,2
0.366817,0.708972,3
-0.926269,-1.924013,9
0.92419,0.884548,2
1.791839,0.336357,6
0.394319,0.638287,3
1.884649,-0.996103,6
-0.394114,1.686723,8
-0.619182,-2.75122,4
0.185649,0.831258,3
-1.056056,0.135768,7
0.592938,1.596353,2
0.41536,0.148768,3
0.427063,1.550703,5
-1.407177,1.869726,7
-0.861278,-0.955481,3
-1.012506,-1.681673,4
-1.221459,0.737152,9
0.957294,0.040251,2
-0.893552,-0.291296,4
-0.50704,1.469624,8
-2.270619,3.435533,1
-0.309849,0.438213,8
-1.310823,0.232281,9
-3.238857,2.871146,1
1.298714,-0.198647,2
-0.05676,-1.285266,5
-2.402439,3.277977,1
-1.98569,-1.304506,7
-1.381782,0.696248,9
4.667022,0.935249,0
1.728779,1.469643,6
-1.155015,-2.269563,9
-1.659211,0.957312,7
0.776817,-4.964333,4
-1.438561,1.21753,9
2.825264,0.2209,0
1.944127,2.877995,0
0.395702,-0.488501,3
-0.481816,2.007349,4
1.513052,0.455527,6
1.193524,2.115495,6
1.111346,1.212145,6
-1.959283,3.758698,1
1.419316,-1.102429,2
-1.68192,1.468502,7
0.961326,-0.93079,2
-0.589012,-0.208219,3
0.98851,-0.737619,2
-0.244669,0.947193,8
2.017938,-0.314012,0
-1.523611,1.547501,9
0.413824,-0.674282,3
1.385391,2.624507,6
-1.782107,-1.310844,7
-0.283846,1.704156,8
-1.891559,-1.672464,7
0.659387,1.657831,3
-3.940864,-1.29673,1
-0.082882,0.244763,9
2.600306,-1.914054,6
-2.336738,4.264973,1
-1.025271,-2.718058,4
2.475096,2.418789,0
-1.637532,-2.91034,4
-1.446569,1.660533,9
2.024922,-1.799006,6
0.458161,1.028335,3
-0.57387,-3.739298,9
0.606247,0.806883,3
-0.719016,-2.163198,4
1.395181,2.662985,6
2.303424,0.875431,0
-0.055826,1.396478,2
-0.632043,1.768321,7
0.389084,0.815158,5
1.910078,0.323634,6
0.571253,1.031973,3
-4.333784,-1.827533,1
-1.095358,0.879495,4
-2.604314,1.282664,1
3.12053,-0.130036,0
-3.488726,2.063726,1
-3.393629,1.434401,1
1.016276,0.683632,6
0.931924,-0.86082,2
-0.243015,0.934883,8
0.252181,-0.1674,3
0.256669,-0.829265,5
-1.107467,-3.683094,4
-1.456819,0.260173,9
-0.054818,-0.213188,5
1.23183,0.62009,2
1.360475,1.381224,6
-0.943007,-1.503194,7
-2.075709,-1.320596,7
-0.731259,-1.637208,4
-0.115111,0.543151,8
1.075756,-1.020412,5
-1.577973,-0.716219,9
-0.457921,-0.772045,4
3.662522,0.120634,0
1.014344,2.00301,6
-3.654432,1.066242,1
2.559853,1.24606,6
1.020862,-1.088466,2
-0.472567,-3.09577,4
0.080649,-0.231125,3
-1.836785,-4.457568,7
-1.309264,-2.843643,4
2.387625,-0.235313,0
0.070632,0.308688,5
0.087044,0.419937,8
1.330618,1.241593,6
-1.064189,-4.045277,9
-1.902972,-0.228398,7
0.58643,0.84715,3
0.359661,0.831637,8
0.528009,0.164474,2
-1.351488,-0.688449,9
2.853585,2.198111,0
3.715362,0.03092,0
0.170941,0.652136,8
-3.093434,1.237125,1
-3.834169,0.204763,1
1.245195,-0.859644,2
-0.850353,-2.415994,9
0.279497,-0.228484,3
0.466907,-0.326945,3
-1.183367,-2.088475,4
-1.365228,-0.804847,7
0.278367,0.530722,5
2.988121,0.196672,0
1.588297,1.178909,6
-0.244548,1.584502,8
-1.744925,-1.477357,7
1.551238,0.721177,6
-0.078922,0.570964,8
0.97842,1.027466,8
-1.345522,-1.685474,9
2.619058,0.669041,0
-0.756627,-1.7735,4
2.15799,-0.461331,6
1.63283,-0.95879,2
-0.848664,-2.316144,4
2.528225,0.596991,0
-1.366212,-0.346688,9
1.288845,-1.199712,2
1.79636,0.303192,6
-0.081673,0.404109,5
-1.63834,-1.078156,7
-1.289511,-0.218137,9
1.960484,-0.570148,6
-1.485105,-2.603351,4
-1.170304,-1.59058,9
0.965084,-1.057351,2
-2.393598,3.666448,1
1.495052,0.981596,6
0.039395,-0.031043,8
-0.224832,-0.405707,5
-1.825377,-2.787695,7
-1.358106,-1.611848,9
1.468439,0.754234,6
0.231055,0.15302,3
-0.071286,0.236634,8
-0.110183,0.233016,5
1.503465,-0.85323,2
2.672078,1.227461,0
-1.757504,-0.319665,7
-1.946405,-1.414586,7
0.200507,0.923127,5
-3.434333,2.147281,1
1.252906,-1.263545,2
-3.21961,1.668334,1
0.040595,0.096365,9
-0.450138,0.496869,5
0.948658,2.122796,6
0.392526,0.145415,3
-0.52791,-0.527995,7
2.558815,0.883225,0
-1.024084,1.090556,5
-1.843289,-0.726347,7
-3.319641,-1.30193,1
-1.216372,-1.209795,9
-3.436036,0.367456,1
1.322184,1.302209,6
4.617511,-0.22686,0
-3.114923,2.075434,1
-0.849829,-1.578686,4
1.410692,1.276064,6
-2.684874,1.358749,1
-2.05111,-2.733403,7
-0.318148,-3.407201,4
-0.612815,-2.517449,4
0.200372,-0.290362,5
-1.478367,-1.06833,9
-4.848501,1.587823,1
0.114997,0.756856,5
-1.527186,-1.997991,4
-1.880046,-1.733323,7
0.841857,-0.630192,2
-1.408906,-1.252352,9
1.958168,-0.341211,6
0.133652,0.870769,8
-0.835529,2.856244,1
-0.058501,0.983314,5
1.335782,-1.284011,2
1.145387,1.747101,6
-1.433617,-2.932978,4
1.457084,-1.37491,2
-0.721206,-3.403251,4
-1.261709,-1.605461,4
-1.722749,0.950571,7
-0.337791,0.80985,8
1.058124,-1.132561,2
-2.514439,1.885016,1
5.922886,0.951049,0
-0.224339,0.670082,5
1.479767,-0.658871,2
-1.171417,-1.947258,9
2.957496,0.355402,0
0.977825,-0.69295,2
0.215411,-0.586744,8
0.187872,-1.24485,2
1.13408,-0.666344,2
-0.258107,-0.22706,8
0.529237,-0.301329,3
2.699999,0.111938,0
-0.083171,1.621004,6
1.152805,1.661935,6
2.194002,0.089155,0
-1.083213,-2.09288,4
0.762711,-0.53706,2
0.235482,-0.602107,3
-2.013379,0.443556,1
-0.602783,-0.744465,3
0.191693,-4.687212,9
-3.758962,1.790938,1
1.114925,-0.292129,2
0.979055,-0.998879,2
4.705785,-1.353395,0
-1.187711,-3.942482,4
0.199086,-0.203457,5
-2.83147,1.06836,1
0.783052,-0.089632,2
-0.079285,0.447324,5
1.290561,1.836993,6
-0.000851,0.431065,8
0.026536,-0.410114,3
-2.177568,0.526532,9
-0.405581,-0.264388,8
-0.171026,0.823292,3
-0.821779,-2.457311,3
-1.218846,-1.348361,4
-1.52507,-1.779433,4
0.81575,-0.142062,0
0.540728,0.285394,5
0.17479,-0.272855,3
0.623364,2.016688,6
-1.369001,-1.695617,9
0.477882,0.542787,3
3.45564,0.182516,0
-0.012146,-0.454795,5
0.841527,-0.662398,2
-3.251387,-2.168387,1
-2.042386,-2.508196,7
-2.890899,0.435452,1
-3.314745,1.309302,1
1.630072,-0.702646,2
-3.085657,2.17156,1
1.603056,0.723393,6
2.783823,-0.006622,0
1.361644,-1.195698,2
-1.974125,-0.228514,7
-2.168811,2.841719,1
1.03682,2.015889,6
0.668873,-1.410435,3
-1.995887,-1.700239,7
-4.466013,-0.59285,1
1.320916,1.091326,6
-0.049812,0.258735,8
3.442858,-0.213285,0
0.501629,-0.248934,3
1.369634,1.688108,6
0.050748,1.505379,5
-1.317695,-0.24754,9
4.202506,-0.433577,0
-1.273238,-1.153006,4
0.498761,-0.518979,3
-0.026984,0.769103,8
-3.124763,-0.625392,1
-1.033097,-2.070404,4
5.328363,-0.023987,0
0.152746,0.077223,3
-2.667914,2.177472,1
0.305142,0.283164,3
0.913562,0.647112,8
-1.983994,-1.52531,7
1.483269,-0.802014,2
0.079436,0.136253,8
1.173941,2.466882,6
0.258746,-0.087678,1
-1.4198,-2.92468,4
2.755182,1.096313,0
-1.250114,-2.071832,9
-1.350938,0.306255,4
0.489241,-0.983808,5
0.397616,-0.277077,3
1.516009,-1.055455,2
3.155168,-0.081111,0
1.541917,-0.716793,6
1.308269,2.034156,6
-4.316951,2.20442,1
-0.081802,0.844847,8
-0.455787,-4.047575,4
0.379879,0.149695,3
-1.133026,-2.679135,4
-1.792136,0.237318,7
-0.190562,-0.561292,8
0.113512,0.898178,8
1.103282,1.791441,6
-0.436365,0.636366,5
-3.919631,-0.528409,1
-1.657375,0.092272,7
-3.213973,1.962928,1
0.270823,1.243109,8
1.341084,-0.818932,2
2.318932,1.271138,0
-1.944825,0.096708,7
-4.348046,0.661616,1
0.350065,-0.938576,7
1.015548,-0.257784,2
2.654128,-1.477364,0
0.446841,0.211455,3
0.60272,-0.409264,5
-1.108582,0.459418,4
1.739282,0.395038,6
-0.387318,0.276463,5
0.998612,1.868483,6
1.663853,0.929577,6
-1.193331,-0.997081,4
-1.932362,-0.193746,7
0.143036,-1.043112,8
-0.235295,0.298553,8
0.893569,0.89029,6
3.315262,0.896292,0
-0.177695,-0.003695,8
-3.387535,1.441879,1
0.399094,-0.610168,5
0.918754,-0.053694,2
-0.097085,0.368582,5
-0.321064,0.661768,3
1.868204,-0.855058,6
-1.222157,0.199631,4
-0.805662,0.350819,7
-0.482132,0.778058,5
0.381154,0.317416,8
1.789029,0.509731,6
-1.36443,-1.597857,9
-1.776325,0.625231,7
-2.2819,1.766976,1
-0.053561,0.231652,8
2.369622,-0.286945,6
-1.433377,-1.282706,9
0.905111,-2.974253,2
2.309828,2.127334,0
-2.38204,-0.517901,7
-3.252766,2.443524,1
-3.760873,0.098774,1
0.657134,0.155011,2
0.308813,-2.356395,4
0.307317,0.336803,3
0.071723,0.022406,5
-1.295906,0.421342,4
0.347362,0.569223,5
-1.81668,-0.078962,7
-0.056283,-0.759161,8
0.201159,0.435184,8
1.247215,-0.509419,2
1.124847,1.139551,0
-4.314149,0.403465,1
-0.501771,0.678827,8
-0.811468,-0.718908,9
0.5933,0.352521,3
1.240854,2.347742,6
-1.20903,-1.929553,9
0.152777,0.919527,8
-0.560852,1.167424,5
0.442208,-0.175662,3
1.650538,0.877934,6
-1.453637,-0.550783,9
-0.067644,0.602637,8
-4.007194,0.286047,1
-1.13973,0.132109,4
1.043129,0.448958,2
-0.943181,-2.441382,9
1.875998,-1.36396,6
-3.343939,0.758368,1
-0.1541,-2.463491,3
-1.796956,0.160141,7
-1.822108,-2.363008,7
-3.026501,1.896173,1
1.141163,-1.38293,2
0.505299,-0.148896,2
-0.08093,-0.037464,8
0.798304,0.510874,3
-0.94734,-5.155686,4
-0.86831,-0.03069,5
-4.081479,-1.106149,1
-1.293276,-0.940173,9
-1.885851,-4.167964,7
1.378303,1.930513,6
0.501393,1.015578,5
0.77397,-2.203778,9
0.292041,0.064715,8
-3.819048,1.548009,1
-0.40505,-2.40881,7
-3.527442,1.474272,1
-2.021653,0.044082,7
-3.74667,0.413215,1
5.39464,1.083586,0
0.577309,0.554057,2
0.022859,-0.183098,8
-0.851088,-3.135431,9
0.431815,-1.325675,5
-0.12888,0.115771,5
0.457066,-0.79829,5
-0.270611,0.390995,8
-0.547904,-2.62403,4
-2.730263,1.337799,1
1.766784,1.03885,6
0.350049,0.348047,2
3.334425,0.486159,0
2.091531,1.428211,0
-0.79191,1.295449,3
-1.224621,1.337348,7
1.840808,-1.046456,6
-1.735605,0.012968,7
1.434112,0.226068,6
-0.467772,1.539005,5
2.126255,-0.826801,6
0.031949,-0.211292,8
-0.106137,-0.268724,8
0.385545,0.239177,2
-0.931055,-3.212647,4
-1.287514,-1.907664,9
-0.617732,-1.447239,4
-0.156115,1.340424,8
0.474292,0.548073,5
-1.036735,-1.016093,9
-4.68971,0.698988,1
2.499047,1.752527,0
-3.85547,0.353067,1
-1.284992,-0.197986,4
0.060278,-0.803746,5
1.498442,0.498384,6
0.138784,-4.795265,9
-1.617162,0.768892,7
-0.346595,-0.648079,8
-3.924155,1.30057,1
-3.017109,3.31693,1
0.547214,0.513289,3
0.64584,-0.803873,2
-1.10964,0.061727,4
-0.270695,-0.794604,5
-0.465641,0.148118,5
-1.066899,-3.017949,9
1.311299,1.364491,6
0.507097,-0.523861,2
2.466569,1.693427,0
2.908189,0.441172,0
0.434133,0.200657,3
3.264392,-0.371726,0
1.918044,0.623092,6
0.447665,-1.317659,8
-0.042649,0.156083,8
-2.610569,0.874788,1
-1.854454,0.41159,7
-0.433899,1.861297,5
2.576544,1.544712,0
-0.955653,0.685421,7
-1.776215,0.854399,4
-3.645767,-0.38457,1
-1.332329,-1.297176,9
0.261852,-0.668517,5
0.476301,0.476914,3
-0.070913,0.243435,8
-1.86787,-0.066683,7
0.646877,0.604838,2
-0.821698,0.287973,5
-3.184523,-0.73708,1
-0.839395,-0.733979,4
-0.470814,-4.816139,4
0.549912,-0.012618,3
4.792986,-1.273395,0
-1.746485,1.075779,4
-3.983998,-0.008636,1
0.610265,0.166583,2
-0.738618,-1.662744,4
0.27162,-0.081132,8
-4.037488,2.358593,1
-2.703721,0.90933,1
-1.906233,-4.391097,7
0.03031,0.613811,5
-0.43658,-3.5257,4
-2.843734,0.322088,1
-1.070927,1.286464,7
1.422253,-0.617464,2
-0.370559,-3.93381,9
-1.312235,2.029144,4
-1.378532,-4.920929,7
0.613165,0.230083,3
-0.450619,-2.442947,4
2.625346,1.336295,0
-0.993204,-5.065292,9
3.976927,0.814968,0
0.460336,0.88357,5
4.262044,1.568308,0
-1.48965,-1.603271,9
-0.617996,-0.394312,5
0.584897,-5.052189,4
-1.793832,0.923028,7
0.495633,-3.036176,2
1.52775,1.864685,0
-3.655411,-1.346849,1
1.299718,1.740881,6
0.269697,0.032787,5
-0.838642,1.087315,4
1.419454,0.699274,6
-0.214721,-0.090245,8
0.607166,-0.242886,3
-0.036469,1.227744,8
-2.914013,0.48864,1
1.377321,2.1511,6
0.980723,-0.631104,2
0.060461,0.368718,3
0.649459,-1.286953,3
-0.84386,-0.562439,9
2.327843,-1.587787,6
-1.219354,0.860961,9
-2.158087,0.089412,7
-0.03851,0.118846,8
-1.779799,-0.409769,7
0.985438,0.367989,2
1.044744,1.485618,6
-1.540921,-0.119988,7
3.265999,-1.065048,0
-1.512277,0.520899,7
-3.046893,0.650075,1
-2.743621,2.476903,1
0.103736,-0.106924,3
4.679859,-1.088597,0
1.42128,-0.789015,2
-3.788015,-0.811501,1
-3.239195,0.97027,1
1.527429,-1.321854,2
1.220195,2.046273,6
0.524341,-0.564811,3
0.031519,-0.421621,5
0.453419,-5.261485,4
-1.404828,0.235501,9
0.238857,0.167152,5
-1.45527,-0.94022,9
1.942316,-0.601137,6
-0.833975,-0.300549,7
-1.425089,-4.199468,7
-1.053799,0.079231,9
-0.123755,-0.521805,8
-0.916656,-3.079618,4
-0.998753,-3.52536,9
-0.929388,-4.087022,9
4.611619,0.151103,0
3.949778,-0.436129,0
-3.562148,0.062264,1
0.446514,1.185232,2
1.331937,-0.832178,2
-1.803195,2.613384,1
0.503645,-0.235317,3
-0.989219,-1.533243,4
-0.951339,-2.594109,4
3.223308,-2.315109,0
0.847254,-0.154545,5
0.14347,-0.521882,8
1.926203,-0.452327,6
1.963811,0.679745,6
-0.305522,-0.121143,8
-0.636908,-1.842654,4
-1.38918,0.103522,9
-0.664291,-0.364233,8
5.67847,-0.045337,0
-0.784233,-3.051776,4
-3.322016,1.919721,1
0.729347,0.671201,3
0.939591,-0.731541,2
4.863528,-1.199717,0
0.5246,-0.109482,3
0.565367,-0.445745,3
-0.0916,-2.535808,4
3.27137,-0.703272,0
0.187751,0.877535,5
-0.516792,-3.215322,4
2.010676,0.264302,6
0.598682,0.645067,5
-0.170892,0.463423,8
-0.074286,-4.362816,4
-1.458648,-0.975637,7
1.615697,-1.561445,9
5.043327,0.415268,0
0.204051,0.286876,5
-1.244945,-0.999453,4
-0.699452,-2.560718,9
3.481199,-0.606003,0
-0.951022,-0.680781,4
1.286207,0.760342,6
4.731053,-0.60509,0
-0.507488,-3.299601,4
0.743793,2.319765,6
-1.014458,0.053279,7
-1.555552,-1.79078,9
1.704862,0.421425,6
0.467634,-0.515487,3
1.347954,-0.340824,2
-0.060098,0.068235,8
0.687436,-0.346066,3
-2.472407,-0.935839,7
-1.052937,-3.914049,4
-0.143046,1.170597,8
-0.152021,-0.072907,8
1.493513,-1.30535,2
-1.587839,-1.149918,7
0.914434,-0.472713,2
-0.347976,-0.171596,8
-1.019502,-1.876955,9
1.996874,0.426033,6
0.012931,-0.448902,3
0.088788,-0.084931,3
0.226598,-5.467757,9
-0.249678,0.283863,8
0.248976,0.273042,3
0.789378,-0.739563,2
1.299907,-1.026408,2
0.944824,-0.377783,2
0.914496,-0.089252,2
-0.29548,0.542258,8
-0.751005,-2.149169,4
0.054196,-2.778735,4
-0.988147,0.214241,4
0.528699,1.552318,5
-3.837024,-1.942012,1
3.77905,-0.222108,0
-0.177169,0.37673,8
1.144912,-0.3802,2
-0.439783,0.618397,8
3.824494,-0.183416,0
0.613293,0.222316,3
-3.520071,0.659581,1
-1.732578,0.334389,7
-2.340456,1.837248,1
0.923014,2.104263,0
1.539593,0.126064,2
0.909598,1.930551,6
-1.096946,-0.805458,9
0.168829,-0.054544,4
1.478654,1.558777,6
-0.270048,0.166926,1
-0.013953,0.418322,8
2.463279,0.156729,0
-2.651324,1.861663,1
-0.442553,-0.205955,8
1.251974,-0.004394,2
1.170156,0.058626,2
-3.227415,1.949625,1
-4.119858,0.699405,1
3.997968,-0.138736,0
-0.942886,-1.557972,9
2.077123,-0.288027,6
-0.847268,-5.342164,9
-0.84215,-1.792317,9
1.263201,1.107782,6
-0.810116,-3.543915,7
1.368514,1.442988,6
0.311503,0.537688,5
0.351348,-1.32488,8
0.568082,-0.46684,3
-0.522543,1.229158,5
-0.857243,-3.116735,9
1.454566,0.764153,6
0.519822,-0.752734,3
-0.076036,-2.899813,9
-1.589691,-3.37894,7
-0.692218,-3.276452,7
-3.013032,0.910208,1
-0.240662,1.153641,2
-0.212195,-0.331984,8
-1.208388,-1.283517,4
0.618658,-1.024653,3
0.135675,-4.673391,9
0.051336,-0.213438,8
-0.343031,0.020465,8
-1.547147,-0.00727,7
-4.487249,-1.524676,1
1.225636,-0.392257,2
-1.181337,-3.569022,9
-2.059638,2.252001,1
0.103831,0.553968,5
-1.237922,-1.040909,9
-1.408279,0.023754,9
0.143783,1.339745,5
-1.425517,1.899574,9
0.661749,1.06147,5
2.015517,0.1236,6
5.765974,-0.379103,0
-1.014143,1.998379,6
-3.614003,0.336281,1
-1.955343,-0.43654,7
-4.102566,-0.437039,1
-1.14455,-1.815268,4
-1.012914,-3.434667,9
0.228226,-0.267516,8
-0.075027,0.078592,8
1.575021,0.601207,0
1.325887,-0.156572,2
-0.23245,-0.538307,8
4.409551,0.200405,0
2.540123,-2.42759,6
-1.003035,-1.135689,4
4.337545,-1.691916,0
0.050804,1.458538,5
-1.065838,-0.847952,7
1.427343,1.492015,6
-0.465363,-4.563635,9
-0.10525,1.947325,5
-0.582608,-3.18964,4
5.228488,-0.296269,0
0.956173,-4.799464,4
0.746695,-0.419895,3
0.106983,0.276442,9
-1.424724,-1.830058,7
-0.607063,-2.405991,4
-1.246479,-1.631096,9
1.009548,1.430878,6
-1.455223,-1.807088,9
-1.920695,-1.231417,7
0.517102,-0.312605,3
-1.958043,0.479831,7
3.600865,-1.328029,0
-0.94026,-1.161549,9
1.284225,-0.889861,3
0.310812,-1.503131,8
-3.953393,0.633803,1
0.260626,-0.117464,3
3.742853,0.710401,0
-0.980739,-2.566884,9
-0.892742,-1.426493,4
-1.002143,-2.695082,9
-1.172668,-1.180883,9
1.084629,-0.319305,2
0.409167,1.688823,5
4.088255,0.658732,0
-0.284866,-2.904359,4
0.529707,-0.289939,3
-1.71748,-0.933475,7
-0.591938,-4.636206,7
-1.024263,-0.192389,9
-1.346088,-3.262937,9
-1.885793,-0.452426,7
-2.673893,2.73079,1
6.129285,1.065725,0
-3.255976,2.380639,1
-2.923649,1.30864,1
0.239369,-0.890553,8
1.041742,-0.973566,2
0.56412,0.594614,2
0.189333,-0.674787,3
0.291535,0.207906,3
-1.0507,-1.665392,4
-0.171673,-0.705907,1
0.398406,1.700776,5
0.135336,-0.410584,3
1.646039,1.169112,6
2.351507,-2.256869,6
-1.671589,0.118726,7
-0.272117,0.566089,8
-0.2271,0.528932,8
0.7706,-1.56744,2
-1.323649,-0.073589,9
0.074614,0.245605,5
6.829636,0.750951,0
1.022515,-0.270217,2
-2.91601,1.924907,1
0.043641,0.737531,5
1.39641,-1.036213,2
-1.666289,0.779356,7
0.362349,0.282865,3
-0.560914,-3.245157,9
-1.087231,0.1376,4
2.083156,-1.639421,6
0.29907,1.729898,5
-3.945858,1.362628,1
1.934408,0.699726,6
-4.600722,-1.544011,1
-1.523421,0.168468,7
1.957244,1.084059,0
-0.179806,0.73303,8
0.312614,0.278609,3
-1.362896,0.022619,9
-0.169296,0.047525,8
4.420804,2.818185,0
-4.164285,0.182299,1
-2.21517,3.143292,1
0.259499,-0.475446,3
1.223486,0.198661,2
1.272272,-0.796566,2
0.176349,0.030665,3
-3.502548,-1.201192,1
-1.079811,1.390435,4
-0.207324,1.018632,5
-1.692237,0.882436,7
-0.62218,1.923348,7
-0.112158,1.089859,8
0.217273,-1.216382,3
-1.547536,0.863613,9
-1.10817,-0.652199,3
1.067716,-0.346896,2
-1.429995,-0.825599,7
0.856207,-0.591319,2
-0.749466,-3.805133,7
-1.552167,1.158403,7
-0.37771,-4.263225,9
1.72963,1.09037,6
-0.030056,0.182188,5
-0.923732,-0.064309,4
-1.450739,2.52605,7
-1.594323,1.315404,7
0.028707,-1.084853,3
0.313414,0.351819,3
-1.086958,-3.224021,9
-0.200878,3.026184,5
-3.82535,-1.969544,1
-0.76893,0.843541,4
1.505356,-0.927793,0
-2.116455,4.112429,1
-1.783133,-1.293498,7
-0.038501,0.824968,8
2.844853,1.516373,0
4.816359,1.744949,0
2.556725,-1.313587,6
-0.202026,2.713092,5
0.054337,-2.051771,3
1.121549,-2.556108,2
-0.495731,-3.504047,9
-1.73916,0.167332,7
-2.025174,0.669298,7
0.455685,-3.180897,2
0.990354,-4.619206,4
0.295603,0.409628,3
1.560957,1.040513,6
1.099856,2.141672,6
0.991574,-0.336827,2
0.988221,-0.010448,2
-3.253518,0.526171,1
-2.17095,3.056595,1
0.159061,-5.47869,4
-1.760456,1.246925,7
-0.025671,-0.523795,8
-1.774793,0.517744,7
1.890788,1.599225,0
-1.304601,-0.419148,9
-1.243117,-0.468348,9
-1.332709,-0.61418,9
0.273872,0.923648,3
-2.074097,3.073068,1
1.115141,-0.585787,2
1.538631,-1.171982,2
-1.169511,-1.961733,4
-0.412002,-0.337859,4
3.803538,1.909565,0
2.373114,-0.574826,6
-3.777425,-0.220523,1
-1.620637,1.078983,7
-0.160832,-0.978711,8
-1.64286,1.294222,7
-1.231752,-0.940584,9
-0.012146,2.711107,5
-1.203099,-1.283776,7
-0.849591,0.576565,4
5.165951,-0.930612,0
-0.155527,2.742752,5
-3.959238,2.098961,1
4.249533,1.946258,0
0.447127,-1.251872,5
-1.161026,-0.446966,9
-0.176907,0.815603,8
-1.293426,-0.033828,9
-4.305657,-0.36291,1
-0.007002,0.871744,8
-0.514958,-3.522733,4
5.685642,1.567846,0
-0.46315,0.127461,8
1.22333,-0.433748,2
3.990997,0.603984,0
3.374022,2.148936,0
-0.716761,0.147144,7
0.373861,0.122635,3
5.600807,-0.35114,0
0.084143,1.605111,5
-1.097915,-1.603698,4
-1.528547,3.689073,1
1.504187,-0.535774,2
-0.312631,1.736129,8
-0.239476,1.112789,8
2.118447,0.980949,6
2.009222,0.997285,6
-0.607933,-0.914408,4
-3.410082,-1.891388,1
1.886056,1.174995,6
1.63602,-2.417852,6
5.371527,2.426355,0
1.396439,-4.39482,7
1.324697,1.653026,6
-3.932655,0.107987,1
-0.944872,0.45321,4
3.915519,0.073405,0
0.619064,0.737953,3
-1.055061,-2.352177,9
-1.529886,-1.98989,9
-2.66249,2.29538,1
0.221259,-0.168637,3
0.077545,-0.463789,3
5.223457,1.563344,0
0.922307,-0.801861,2
4.462235,0.646712,0
0.82705,0.35589,3
-0.005618,0.853228,5
4.851169,1.452872,0
1.040504,-0.653699,2
-1.301594,-2.012453,9
-0.318319,1.881677,5
-1.300026,-1.523106,2
-0.164156,0.321123,8
0.427955,1.007752,5
-0.310388,0.322806,8
0.005865,1.946545,5
-1.43915,-0.649941,9
3.875295,0.256835,0
-0.931017,0.180293,4
-0.128758,-0.464713,5
0.506468,0.321466,3
-1.747536,2.59436,1
-0.871679,1.366851,4
-1.826385,3.672135,1
1.377616,-0.701734,2
-0.994812,-2.795699,9
-0.325491,1.170939,8
0.285213,1.14495,2
0.377336,0.420104,5
0.214726,-1.132456,3
0.307524,0.781665,5
-2.262827,-2.970968,7
-1.531672,2.446256,7
-0.240029,0.868805,8
-1.78334,3.735459,1
0.456106,-4.119817,4
0.54597,0.27855,3
1.6665,-0.010306,6
1.759425,0.741944,6
-3.906442,0.959871,1
-1.357951,0.045654,9
-0.054315,0.586194,3
-1.076022,0.598973,4
-0.530973,-3.613763,7
-2.178578,3.973798,1
-0.008197,-0.573206,3
0.419518,0.521242,3
-1.232731,-1.288741,7
-0.132171,0.941321,8
0.572488,-0.911261,5
-1.537427,1.899808,7
1.298948,0.674077,0
1.420924,1.463902,6
1.442493,-1.702264,2
-1.372511,0.028263,9
0.247565,0.136176,3
0.359712,0.104265,3
-1.185222,-1.49016,9
0.208688,-0.231312,3
1.360666,-0.476434,2
-1.751064,0.716917,7
-3.67882,-0.883524,1
-1.113173,1.383795,4
1.985981,-0.947913,6
-2.375671,3.10172,1
0.167629,-0.78245,9
-1.426552,0.82943,9
0.005184,0.756993,3
-1.342128,4.270808,1
-0.87309,-2.309925,4
3.665459,3.221803,0
-1.275662,-1.654545,4
2.960565,1.634546,0
0.561768,-0.13014,3
-1.869528,2.848756,1
-0.064832,-1.142555,8
1.420972,-0.151557,2
-0.514124,-2.082984,9
0.145343,1.087945,3
0.851807,-3.664395,2
-1.379486,0.617396,4
-0.454101,0.912108,8
0.460512,1.790909,5
2.532317,-1.199305,6
-1.424004,1.952687,7
2.401345,1.202312,0
-1.049631,2.892135,8
4.845246,-0.997637,0
-1.386024,1.851847,9
2.243211,0.459016,0
1.779995,2.205224,0
-2.074138,2.520357,1
-2.61429,3.614723,1
4.845586,2.499996,0
1.54289,0.125494,2
0.318378,0.206507,3
-0.314241,0.422521,3
-0.022391,0.00222,3
-0.883645,1.226402,4
-4.199317,2.122464,1
0.458191,0.739628,5
0.010979,0.147496,5
0.971442,2.61339,6
0.231858,-0.201152,5
-1.436074,1.828134,7
-0.722699,-3.735556,9
-0.244884,1.613569,8
-1.234764,-1.679288,4
1.044555,2.689101,0
0.870647,-0.429269,2
-1.763618,4.544029,1
-1.206983,-3.277016,9
0.742837,1.174889,2
0.300847,-4.38778,4
-1.04461,1.424754,4
-1.200303,0.321627,4
0.066197,3.43871,5
-2.47126,0.325653,1
0.608433,2.794136,6
2.584151,-0.837215,0
-1.240865,2.025378,7
1.511999,-0.68949,6
-0.827888,2.920861,8
1.062507,-2.464464,9
-0.707706,2.277845,8
2.087581,-3.759676,4
